district,clus,hhid,netid,still,surv,crattgr,nattgr,numwgr,numdogr,detergent,mattress,bed,matground,hang,fold,country
4,411,411004,41100401,1,0,1,2,3,3,0,0,1,0,1,1,A
4,411,411005,41100502,1,0,1,2,3,2,0,0,1,0,1,0,A
4,411,411005,41100503,1,1,1,2,3,2,0,0,1,0,1,1,A
4,411,411005,41100504,1,0,1,2,3,2,0,0,1,0,1,1,A
4,411,411007,41100702,1,0,2,2,3,2,0,0,1,0,1,1,A
4,411,411007,41100701,1,0,2,2,3,2,0,0,1,0,1,1,A
4,411,411008,41100801,1,0,0,1,3,2,0,0,1,0,1,1,A
4,411,411010,41101001,1,1,1,1,3,2,0,0,1,0,1,1,A
4,411,411010,41101002,1,1,1,1,3,2,0,0,1,0,0,NA,A
4,411,411011,41101102,1,1,2,2,3,3,0,0,1,0,1,0,A
4,411,411011,41101101,1,1,2,2,3,3,0,0,1,0,1,0,A
4,411,411013,41101301,1,0,1,0,2,2,0,0,1,0,0,NA,A
4,411,411013,41101302,1,0,1,0,2,2,0,0,1,0,0,NA,A
4,411,411014,41101402,1,0,2,2,3,2,0,0,1,0,1,0,A
4,411,411014,41101401,1,1,2,2,3,2,0,0,1,0,1,0,A
4,411,411015,41101501,1,0,1,1,3,3,0,0,1,0,0,NA,A
4,411,411015,41101502,1,0,1,1,3,3,0,0,1,0,0,NA,A
4,411,411015,41101503,1,1,1,1,3,3,0,0,1,0,0,NA,A
4,412,412001,41200102,1,1,2,1,3,3,0,1,0,0,1,0,A
4,412,412002,41200201,1,0,1,0,3,0,0,0,1,0,1,0,A
4,412,412002,41200202,1,0,1,0,3,0,0,0,1,0,1,0,A
4,412,412003,41200301,1,1,2,0,2,3,0,0,1,0,0,NA,A
4,412,412004,41200401,1,1,0,0,2,2,0,0,1,0,1,0,A
4,412,412004,41200402,1,1,0,0,2,2,0,0,1,0,1,0,A
4,412,412005,41200501,1,0,1,1,4,2,1,0,1,0,1,1,A
4,412,412005,41200503,0,NA,1,1,4,2,NA,NA,NA,NA,NA,NA,A
4,412,412005,41200502,1,0,1,1,4,2,1,0,1,0,1,0,A
4,412,412006,41200601,1,1,2,1,3,3,0,0,1,0,1,0,A
4,412,412006,41200602,0,NA,2,1,3,3,NA,NA,NA,NA,NA,NA,A
4,412,412007,41200701,1,0,0,1,2,2,0,0,1,0,1,1,A
4,412,412007,41200702,1,0,0,1,2,2,9,0,1,0,0,NA,A
4,412,412008,41200801,0,NA,1,0,2,1,NA,NA,NA,NA,NA,NA,A
4,412,412009,41200902,1,0,0,2,3,2,9,0,1,0,0,NA,A
4,412,412009,41200901,1,1,0,2,3,2,0,0,1,0,1,1,A
4,412,412010,41201001,1,1,2,0,3,2,0,0,1,0,0,NA,A
4,412,412010,41201002,1,1,2,0,3,2,0,0,1,0,1,0,A
4,412,412011,41201101,1,1,2,1,2,3,1,0,1,0,1,1,A
4,412,412011,41201102,1,1,2,1,2,3,0,0,1,0,1,1,A
4,412,412012,41201202,0,NA,2,1,3,2,NA,NA,NA,NA,NA,NA,A
4,412,412012,41201201,1,0,2,1,3,2,0,0,1,0,1,1,A
4,412,412013,41201301,0,NA,2,2,3,2,NA,NA,NA,NA,NA,NA,A
4,412,412013,41201302,0,NA,2,2,3,2,NA,NA,NA,NA,NA,NA,A
4,412,412014,41201403,0,NA,2,2,3,2,NA,NA,NA,NA,NA,NA,A
4,412,412014,41201401,1,0,2,2,3,2,9,0,1,0,1,1,A
4,412,412014,41201402,1,0,2,2,3,2,9,0,1,0,1,1,A
4,412,412015,41201501,1,1,2,1,3,3,0,0,1,0,1,1,A
4,412,412015,41201502,0,NA,2,1,3,3,NA,NA,NA,NA,NA,NA,A
4,412,412015,41201503,1,1,2,1,3,3,9,0,1,0,1,1,A
4,413,413002,41300202,1,1,2,2,3,1,0,0,1,0,1,1,A
4,413,413002,41300201,1,1,2,2,3,1,0,0,1,0,1,1,A
4,413,413003,41300303,1,0,0,0,2,1,9,0,1,0,0,NA,A
4,413,413003,41300302,1,1,0,0,2,1,9,0,1,0,0,NA,A
4,413,413003,41300301,1,1,0,0,2,1,9,0,1,0,0,NA,A
4,413,413004,41300401,1,1,2,1,2,1,0,0,1,0,1,1,A
4,413,413004,41300403,0,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,A
4,413,413004,41300402,1,1,2,1,2,1,0,0,1,0,0,NA,A
4,413,413006,41300602,1,0,1,1,3,1,0,1,0,0,1,1,A
4,413,413006,41300601,1,0,1,1,3,1,0,0,0,1,1,1,A
4,413,413007,41300702,1,1,0,1,2,1,0,1,0,0,1,1,A
4,413,413007,41300701,1,0,0,1,2,1,0,0,1,0,1,1,A
4,413,413009,41300902,1,1,1,1,3,2,0,0,1,0,1,0,A
4,413,413009,41300901,1,1,1,1,3,2,0,0,1,0,1,0,A
4,413,413010,41301002,1,1,0,1,2,1,9,NA,NA,NA,0,NA,A
4,413,413010,41301001,1,1,0,1,2,1,0,0,1,0,1,1,A
4,413,413011,41301101,0,NA,0,1,2,3,NA,NA,NA,NA,NA,NA,A
4,413,413011,41301102,1,0,0,1,2,3,0,0,1,0,1,1,A
4,413,413011,41301103,0,NA,0,1,2,3,NA,NA,NA,NA,NA,NA,A
4,413,413012,41301202,1,1,2,0,2,2,9,1,0,0,1,1,A
4,413,413012,41301201,1,1,2,0,2,2,0,0,1,0,1,1,A
4,413,413013,41301301,1,1,1,1,2,1,0,0,1,0,1,1,A
4,413,413013,41301302,1,1,1,1,2,1,0,0,1,0,1,1,A
4,413,413014,41301402,0,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,A
4,413,413014,41301401,0,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,A
4,413,413014,41301403,1,0,2,1,2,2,0,0,1,0,1,1,A
4,414,414001,41400101,1,1,0,0,3,3,0,0,1,0,0,NA,A
4,414,414001,41400103,1,1,0,0,3,3,0,0,1,0,0,NA,A
4,414,414002,41400202,1,1,2,0,3,1,0,0,1,0,1,1,A
4,414,414002,41400201,1,1,2,0,3,1,9,0,1,0,1,1,A
4,414,414003,41400302,1,0,0,2,3,2,0,0,1,0,0,NA,A
4,414,414003,41400301,1,1,0,2,3,2,0,0,1,0,1,1,A
4,414,414004,41400403,1,1,1,1,3,2,1,0,1,0,1,0,A
4,414,414004,41400401,0,NA,1,1,3,2,NA,NA,NA,NA,NA,NA,A
4,414,414005,41400501,1,1,2,2,3,3,0,0,1,0,1,1,A
4,414,414006,41400602,1,1,2,1,3,3,0,0,1,0,1,0,A
4,414,414006,41400603,1,0,2,1,3,3,9,0,1,0,0,NA,A
4,414,414006,41400601,1,1,2,1,3,3,0,0,1,0,1,0,A
4,414,414007,41400701,1,1,2,1,3,2,0,0,1,0,1,1,A
4,414,414007,41400702,1,0,2,1,3,2,0,0,1,0,1,1,A
4,414,414007,41400703,1,1,2,1,3,2,0,0,1,0,1,1,A
4,414,414008,41400801,1,1,2,2,3,2,0,0,1,0,1,1,A
4,414,414008,41400803,1,0,2,2,3,2,0,0,1,0,1,1,A
4,414,414008,41400802,1,0,2,2,3,2,0,0,1,0,1,1,A
4,414,414009,41400902,1,1,2,1,3,2,0,0,1,0,1,1,A
4,414,414009,41400901,1,1,2,1,3,2,0,0,1,0,1,1,A
4,414,414010,41401001,1,1,2,1,3,2,0,0,1,0,1,1,A
4,414,414010,41401003,1,1,2,1,3,2,0,0,1,0,1,1,A
4,414,414010,41401002,1,1,2,1,3,2,0,0,1,0,1,1,A
4,414,414011,41401101,1,1,2,0,2,3,0,0,1,0,1,0,A
4,414,414012,41401203,1,0,2,2,3,2,9,NA,NA,NA,0,NA,A
4,414,414012,41401201,1,0,2,2,3,2,9,NA,NA,NA,0,NA,A
4,414,414012,41401202,1,1,2,2,3,2,9,NA,NA,NA,0,NA,A
4,414,414013,41401302,1,1,2,2,3,2,0,0,1,0,0,NA,A
4,414,414014,41401403,1,1,2,1,3,1,0,0,1,0,1,1,A
4,414,414014,41401402,1,1,2,1,3,1,0,0,1,0,1,1,A
4,414,414014,41401401,1,1,2,1,3,1,0,0,1,0,1,1,A
4,414,414015,41401503,1,0,2,1,2,1,1,1,0,0,1,1,A
4,414,414015,41401502,1,0,2,1,2,1,1,0,1,0,1,1,A
4,414,414015,41401501,1,0,2,1,2,1,1,1,0,0,1,1,A
4,415,415001,41500101,1,1,2,2,2,3,0,0,1,0,1,1,A
4,415,415001,41500103,1,1,2,2,2,3,0,0,1,0,1,1,A
4,415,415001,41500104,1,0,2,2,2,3,0,0,1,0,1,1,A
4,415,415001,41500102,1,1,2,2,2,3,9,0,1,0,0,NA,A
4,415,415002,41500202,1,1,2,1,2,2,0,0,1,0,1,1,A
4,415,415002,41500201,1,1,2,1,2,2,0,0,1,0,1,1,A
4,415,415003,41500302,0,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,A
4,415,415005,41500501,1,0,2,1,2,3,0,0,1,0,1,1,A
4,415,415005,41500502,1,0,2,1,2,3,0,0,1,0,1,1,A
4,415,415006,41500601,1,1,2,1,3,2,0,0,0,1,1,1,A
4,415,415006,41500602,1,1,2,1,3,2,0,0,1,0,1,1,A
4,415,415007,41500702,1,0,2,2,2,1,0,0,1,0,1,0,A
4,415,415007,41500701,1,1,2,2,2,1,0,0,1,0,1,0,A
4,415,415007,41500703,1,1,2,2,2,1,0,0,0,1,1,0,A
4,415,415008,41500802,1,1,2,0,3,1,0,0,1,0,1,1,A
4,415,415008,41500801,1,1,2,0,3,1,0,0,1,0,1,1,A
4,415,415010,41501001,1,0,0,1,2,1,0,1,0,0,1,1,A
4,415,415011,41501103,1,0,2,2,3,3,9,0,1,0,0,NA,A
4,415,415011,41501102,1,0,2,2,3,3,0,0,1,0,1,1,A
4,415,415011,41501101,1,1,2,2,3,3,0,0,1,0,1,1,A
4,415,415012,41501201,1,0,2,0,2,0,0,0,1,0,1,1,A
4,415,415012,41501202,1,0,2,0,2,0,0,0,1,0,1,1,A
4,415,415013,41501301,1,0,1,1,2,1,9,0,1,0,1,1,A
4,415,415013,41501303,0,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,A
4,415,415013,41501302,1,1,1,1,2,1,0,0,1,0,1,1,A
4,415,415014,41501403,1,0,1,0,3,1,0,0,1,0,1,0,A
4,415,415014,41501402,1,0,1,0,3,1,0,0,1,0,1,1,A
4,415,415015,41501502,1,1,0,0,3,2,0,0,1,0,1,0,A
4,415,415015,41501503,1,0,0,0,3,2,0,0,1,0,1,0,A
4,415,415015,41501501,1,0,0,0,3,2,0,0,1,0,1,0,A
1,101,101001,10100101,1,1,0,0,3,3,9,0,1,0,1,0,B
1,101,101002,10100201,1,1,1,2,4,4,0,0,1,0,1,0,B
1,101,101003,10100301,0,NA,1,1,2,3,NA,NA,NA,NA,NA,NA,B
1,101,101003,10100302,1,0,1,1,2,3,0,0,1,0,0,NA,B
1,101,101003,10100303,1,0,1,1,2,3,0,0,1,0,1,0,B
1,101,101004,10100401,1,1,1,0,3,4,9,0,1,0,0,NA,B
1,101,101004,10100402,1,0,1,0,3,4,9,0,1,0,0,NA,B
1,101,101005,10100501,0,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,B
1,101,101006,10100601,0,NA,1,1,3,3,NA,NA,NA,NA,NA,NA,B
1,101,101006,10100603,0,NA,1,1,3,3,NA,NA,NA,NA,NA,NA,B
1,101,101006,10100604,1,1,1,1,3,3,0,0,1,0,0,NA,B
1,101,101007,10100701,1,1,1,0,3,3,0,0,1,0,1,0,B
1,101,101007,10100702,1,0,1,0,3,3,9,0,1,0,0,NA,B
1,101,101009,10100901,1,1,2,1,4,4,0,0,1,0,1,0,B
1,101,101010,10101001,1,1,1,2,4,4,0,0,1,0,1,0,B
1,101,101010,10101002,0,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,B
1,102,102001,10200101,0,NA,0,0,1,2,NA,NA,NA,NA,NA,NA,B
1,102,102002,10200201,1,1,1,1,4,2,0,1,0,0,1,0,B
1,102,102002,10200202,1,1,1,1,4,2,0,1,0,0,1,0,B
1,102,102002,10200203,0,NA,1,1,4,2,NA,NA,NA,NA,NA,NA,B
1,102,102002,10200204,0,NA,1,1,4,2,NA,NA,NA,NA,NA,NA,B
1,102,102003,10200302,1,0,1,1,3,2,0,0,0,1,0,NA,B
1,102,102003,10200303,1,1,1,1,3,2,0,0,0,1,1,0,B
1,102,102004,10200401,1,0,0,1,3,3,0,0,0,1,1,0,B
1,102,102004,10200402,1,0,0,1,3,3,0,0,0,1,0,NA,B
1,102,102004,10200403,1,0,0,1,3,3,0,0,0,1,0,NA,B
1,102,102005,10200502,1,1,1,1,4,2,0,0,0,1,1,0,B
1,102,102006,10200601,1,1,0,0,3,2,0,0,0,1,1,0,B
1,102,102006,10200604,1,0,0,0,3,2,0,0,0,1,0,NA,B
1,102,102007,10200701,1,0,1,0,2,2,0,0,0,1,1,0,B
1,102,102007,10200702,0,NA,1,0,2,2,NA,NA,NA,NA,NA,NA,B
1,102,102007,10200703,1,0,1,0,2,2,0,0,0,1,0,NA,B
1,102,102008,10200801,1,1,1,0,3,2,0,0,0,1,1,0,B
1,102,102008,10200802,1,0,1,0,3,2,0,0,0,1,1,0,B
1,102,102009,10200901,1,0,1,0,3,2,0,0,0,1,0,NA,B
1,102,102009,10200902,1,0,1,0,3,2,0,0,0,1,0,NA,B
1,102,102009,10200903,0,NA,1,0,3,2,NA,NA,NA,NA,NA,NA,B
1,102,102010,10201001,0,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,B
1,103,103001,10300101,0,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,B
1,103,103002,10300202,0,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,B
1,103,103003,10300301,1,1,1,0,1,2,0,0,0,1,1,0,B
1,103,103004,10300401,1,1,1,0,1,2,0,0,0,1,1,0,B
1,103,103005,10300501,1,1,1,1,1,1,0,0,0,1,1,0,B
1,103,103005,10300502,0,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,B
1,103,103005,10300503,0,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,B
1,103,103006,10300601,0,NA,1,0,3,3,NA,NA,NA,NA,NA,NA,B
1,103,103006,10300602,1,1,1,0,3,3,0,0,0,1,1,0,B
1,103,103006,10300603,0,NA,1,0,3,3,NA,NA,NA,NA,NA,NA,B
1,103,103007,10300701,1,0,1,1,1,2,0,0,0,1,1,0,B
1,103,103007,10300702,0,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,B
1,103,103008,10300801,1,0,1,0,2,2,0,0,0,1,1,0,B
1,103,103010,10301001,0,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,B
1,103,103010,10301002,1,0,1,1,2,2,0,0,0,1,1,0,B
1,104,104001,10400101,0,NA,1,1,3,4,NA,NA,NA,NA,NA,NA,B
1,104,104001,10400102,0,NA,1,1,3,4,NA,NA,NA,NA,NA,NA,B
1,104,104002,10400201,1,0,1,0,3,4,9,0,1,0,0,NA,B
1,104,104003,10400301,1,1,1,2,3,4,9,1,0,0,0,NA,B
1,104,104005,10400501,1,0,0,1,4,4,0,0,1,0,0,NA,B
1,104,104005,10400502,0,NA,0,1,4,4,NA,NA,NA,NA,NA,NA,B
1,104,104006,10400601,0,NA,1,0,4,3,NA,NA,NA,NA,NA,NA,B
1,104,104006,10400602,0,NA,1,0,4,3,NA,NA,NA,NA,NA,NA,B
1,104,104006,10400603,1,0,1,0,4,3,0,0,1,0,1,0,B
1,104,104007,10400701,1,0,1,2,4,3,0,0,1,0,0,NA,B
1,104,104007,10400702,1,1,1,2,4,3,0,0,1,0,1,0,B
1,104,104007,10400703,1,1,1,2,4,3,0,1,0,0,1,0,B
1,104,104007,10400704,1,0,1,2,4,3,0,0,1,0,1,0,B
1,104,104008,10400802,1,1,1,1,3,4,0,0,1,0,0,NA,B
1,104,104008,10400803,1,1,1,1,3,4,0,0,1,0,1,0,B
1,104,104009,10400901,1,0,0,1,3,4,0,0,1,0,0,NA,B
1,104,104009,10400902,1,1,0,1,3,4,0,0,1,0,0,NA,B
1,104,104010,10401001,1,0,1,1,4,4,0,0,1,0,1,0,B
1,105,105002,10500201,1,0,0,1,1,2,0,0,0,1,1,0,B
1,105,105002,10500202,1,0,0,1,1,2,0,0,0,1,0,NA,B
1,105,105002,10500203,1,0,0,1,1,2,0,0,0,1,0,NA,B
1,105,105004,10500401,1,1,1,0,1,1,0,0,0,1,1,0,B
1,105,105004,10500402,1,1,1,0,1,1,0,0,0,1,1,0,B
1,105,105005,10500501,1,1,0,0,1,2,0,0,0,1,1,0,B
1,105,105005,10500502,1,1,0,0,1,2,0,0,0,1,1,0,B
1,105,105006,10500601,1,0,0,0,1,1,0,0,0,1,0,NA,B
1,105,105007,10500701,1,1,0,0,0,0,0,0,0,1,1,0,B
1,105,105007,10500702,1,1,0,0,0,0,0,0,0,1,1,0,B
1,105,105008,10500801,1,0,1,1,2,2,0,0,0,1,1,0,B
1,105,105008,10500802,1,1,1,1,2,2,0,0,0,1,1,0,B
1,105,105008,10500803,1,1,1,1,2,2,0,0,0,1,1,0,B
1,105,105009,10500901,1,0,0,0,0,1,9,0,0,1,0,NA,B
1,105,105010,10501001,1,1,1,1,1,2,0,0,0,1,1,0,B
1,105,105010,10501002,1,1,1,1,1,2,0,0,0,1,1,0,B
1,105,105010,10501003,1,0,1,1,1,2,0,0,0,1,1,0,B
1,105,105062,10506201,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,B
1,105,105062,10506204,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,B
1,105,105092,10509201,1,1,1,1,2,2,0,0,0,1,1,0,B
1,105,105092,10509202,1,1,1,1,2,2,0,0,0,1,1,0,B
1,105,105092,10509203,1,1,1,1,2,2,9,NA,NA,NA,0,NA,B
1,106,106001,10600101,1,1,1,0,4,4,0,0,0,1,1,0,B
1,106,106001,10600102,0,NA,1,0,4,4,NA,NA,NA,NA,NA,NA,B
1,106,106002,10600201,1,0,1,1,3,3,0,0,0,1,1,0,B
1,106,106003,10600301,1,1,1,0,2,1,0,0,0,1,1,0,B
1,106,106004,10600402,1,0,0,1,3,3,9,0,0,1,0,NA,B
1,106,106005,10600501,1,1,0,1,2,1,0,0,0,1,1,0,B
1,106,106006,10600601,1,0,1,1,4,3,0,0,1,0,0,NA,B
1,106,106008,10600801,0,NA,1,1,4,3,NA,NA,NA,NA,NA,NA,B
1,106,106008,10600802,1,0,1,1,4,3,0,0,1,0,1,0,B
1,106,106008,10600803,0,NA,1,1,4,3,NA,NA,NA,NA,NA,NA,B
1,106,106009,10600901,0,NA,0,1,4,4,NA,NA,NA,NA,NA,NA,B
1,107,107001,10700101,1,0,0,2,4,3,0,1,0,0,1,0,B
1,107,107001,10700102,0,NA,0,2,4,3,NA,NA,NA,NA,NA,NA,B
1,107,107001,10700103,0,NA,0,2,4,3,NA,NA,NA,NA,NA,NA,B
1,107,107002,10700201,0,NA,0,0,4,4,NA,NA,NA,NA,NA,NA,B
1,107,107002,10700202,0,NA,0,0,4,4,NA,NA,NA,NA,NA,NA,B
1,107,107003,10700301,0,NA,0,1,4,2,NA,NA,NA,NA,NA,NA,B
1,107,107004,10700401,1,0,0,0,4,3,0,0,1,0,0,NA,B
1,107,107005,10700501,0,NA,0,0,4,4,NA,NA,NA,NA,NA,NA,B
1,107,107005,10700502,0,NA,0,0,4,4,NA,NA,NA,NA,NA,NA,B
1,107,107007,10700701,0,NA,1,1,4,3,NA,NA,NA,NA,NA,NA,B
1,107,107008,10700801,1,0,1,1,4,3,0,0,1,0,0,NA,B
1,107,107009,10700901,1,0,1,1,4,3,0,0,1,0,0,NA,B
1,107,107009,10700902,1,0,1,1,4,3,0,0,1,0,0,NA,B
1,107,107009,10700903,1,1,1,1,4,3,0,0,1,0,0,NA,B
1,107,107009,10700904,1,0,1,1,4,3,0,0,1,0,0,NA,B
1,107,107010,10701001,0,NA,1,0,4,3,NA,NA,NA,NA,NA,NA,B
1,107,107010,10701002,0,NA,1,0,4,3,NA,NA,NA,NA,NA,NA,B
1,108,108002,10800201,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,B
1,108,108003,10800301,1,1,0,0,1,2,0,0,0,1,1,0,B
1,108,108003,10800302,1,1,0,0,1,2,0,0,0,1,1,0,B
1,108,108003,10800303,1,1,0,0,1,2,0,0,0,1,1,0,B
1,108,108004,10800401,1,1,0,0,1,2,0,0,0,1,1,0,B
1,108,108006,10800601,1,1,1,1,1,2,0,0,0,1,1,0,B
1,108,108007,10800701,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,B
1,108,108009,10800902,1,1,0,0,1,2,0,0,0,1,1,0,B
1,108,108010,10801001,1,0,1,0,1,2,0,0,0,1,0,NA,B
1,109,109001,10900101,1,1,1,1,4,2,0,0,1,0,1,0,B
1,109,109001,10900102,0,NA,1,1,4,2,NA,NA,NA,NA,NA,NA,B
1,109,109001,10900103,1,1,1,1,4,2,0,0,1,0,1,0,B
1,109,109002,10900201,1,1,1,2,4,4,0,0,1,0,1,0,B
1,109,109003,10900301,0,NA,1,0,4,2,NA,NA,NA,NA,NA,NA,B
1,109,109003,10900302,1,0,1,0,4,2,0,0,1,0,0,NA,B
1,109,109004,10900401,1,0,0,1,4,4,0,0,1,0,0,NA,B
1,109,109004,10900402,0,NA,0,1,4,4,NA,NA,NA,NA,NA,NA,B
1,109,109004,10900403,0,NA,0,1,4,4,NA,NA,NA,NA,NA,NA,B
1,109,109004,10900404,0,NA,0,1,4,4,NA,NA,NA,NA,NA,NA,B
1,109,109005,10900501,1,0,0,0,4,2,0,0,1,0,0,NA,B
1,109,109005,10900502,1,1,0,0,4,2,0,0,1,0,0,NA,B
1,109,109006,10900601,0,NA,1,1,4,4,NA,NA,NA,NA,NA,NA,B
1,109,109006,10900602,0,NA,1,1,4,4,NA,NA,NA,NA,NA,NA,B
1,109,109006,10900603,0,NA,1,1,4,4,NA,NA,NA,NA,NA,NA,B
1,109,109008,10900801,1,0,1,1,4,4,0,0,1,0,0,NA,B
1,109,109009,10900901,0,NA,0,1,4,3,NA,NA,NA,NA,NA,NA,B
1,109,109010,10901002,1,1,1,0,4,2,0,0,1,0,1,0,B
1,110,110001,11000101,1,1,1,0,4,4,0,0,1,0,1,0,B
1,110,110002,11000201,1,0,0,0,4,3,0,0,1,0,1,0,B
1,110,110003,11000301,0,NA,1,1,3,4,NA,NA,NA,NA,NA,NA,B
1,110,110003,11000302,0,NA,1,1,3,4,NA,NA,NA,NA,NA,NA,B
1,110,110003,11000303,1,0,1,1,3,4,0,0,1,0,0,NA,B
1,110,110004,11000401,1,0,1,1,3,3,0,0,1,0,1,0,B
1,110,110004,11000402,1,0,1,1,3,3,0,0,1,0,1,0,B
1,110,110005,11000501,1,0,1,0,4,4,0,0,1,0,1,0,B
1,110,110006,11000601,1,0,1,0,4,3,0,0,1,0,0,NA,B
1,110,110006,11000602,1,0,1,0,4,3,0,0,1,0,0,NA,B
1,110,110007,11000701,1,0,1,0,4,4,0,0,1,0,1,0,B
1,110,110008,11000801,0,NA,1,1,4,4,NA,NA,NA,NA,NA,NA,B
1,110,110008,11000802,0,NA,1,1,4,4,NA,NA,NA,NA,NA,NA,B
1,110,110009,11000901,1,1,1,1,3,4,0,0,1,0,1,0,B
1,110,110009,11000902,1,0,1,1,3,4,0,0,1,0,1,0,B
1,110,110009,11000903,1,1,1,1,3,4,0,0,1,0,1,0,B
1,110,110010,11001001,1,1,0,0,3,4,0,0,1,0,1,0,B
1,111,111001,11100102,0,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,B
1,111,111001,11100103,0,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,B
1,111,111004,11100402,1,1,1,0,1,1,0,0,0,1,1,0,B
1,111,111005,11100501,1,1,0,1,1,2,0,0,0,1,1,0,B
1,111,111005,11100502,1,0,0,1,1,2,0,0,0,1,1,0,B
1,111,111007,11100701,1,0,0,0,1,2,9,NA,NA,NA,0,NA,B
1,111,111007,11100702,0,NA,0,0,1,2,NA,NA,NA,NA,NA,NA,B
1,111,111007,11100703,1,1,0,0,1,2,9,NA,NA,NA,0,NA,B
1,111,111007,11100704,0,NA,0,0,1,2,NA,NA,NA,NA,NA,NA,B
1,111,111008,11100801,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,B
1,111,111009,11100901,0,NA,0,1,2,2,NA,NA,NA,NA,NA,NA,B
1,111,111009,11100902,1,1,0,1,2,2,0,0,0,1,1,0,B
1,112,112001,11200101,1,0,1,1,3,4,0,0,1,0,0,NA,B
1,112,112001,11200102,1,1,1,1,3,4,0,0,1,0,1,0,B
1,112,112002,11200201,1,0,1,0,4,3,0,0,1,0,0,NA,B
1,112,112003,11200301,1,1,0,2,4,4,0,0,1,0,1,0,B
1,112,112003,11200302,1,1,0,2,4,4,0,0,1,0,1,0,B
1,112,112003,11200303,1,1,0,2,4,4,0,0,1,0,1,0,B
1,112,112003,11200304,1,1,0,2,4,4,0,0,1,0,1,0,B
1,112,112003,11200305,1,1,0,2,4,4,0,0,1,0,1,0,B
1,112,112003,11200306,0,NA,0,2,4,4,NA,NA,NA,NA,NA,NA,B
1,112,112004,11200401,1,1,1,1,3,4,0,0,1,0,1,0,B
1,112,112004,11200402,1,1,1,1,3,4,0,0,1,0,1,0,B
1,112,112005,11200501,1,1,1,1,3,3,0,0,1,0,0,NA,B
1,112,112005,11200502,1,1,1,1,3,3,0,0,1,0,1,0,B
1,112,112005,11200503,1,1,1,1,3,3,0,0,1,0,1,0,B
1,112,112005,11200504,1,1,1,1,3,3,0,0,1,0,1,0,B
1,112,112006,11200601,0,NA,1,1,3,4,NA,NA,NA,NA,NA,NA,B
1,112,112006,11200602,1,0,1,1,3,4,0,0,1,0,0,NA,B
1,112,112006,11200603,1,1,1,1,3,4,0,0,1,0,1,0,B
1,112,112007,11200701,0,NA,1,0,4,4,NA,NA,NA,NA,NA,NA,B
1,112,112007,11200702,1,0,1,0,4,4,0,0,1,0,1,0,B
1,112,112008,11200801,1,0,1,1,3,4,0,0,1,0,1,0,B
1,112,112008,11200802,1,1,1,1,3,4,0,0,1,0,1,0,B
1,112,112008,11200803,1,1,1,1,3,4,0,0,1,0,1,0,B
1,112,112009,11200901,0,NA,1,0,4,4,NA,NA,NA,NA,NA,NA,B
1,112,112009,11200902,1,1,1,0,4,4,0,0,1,0,1,0,B
1,112,112009,11200903,1,1,1,0,4,4,9,NA,NA,NA,0,NA,B
1,112,112010,11201001,1,1,1,1,4,4,0,0,1,0,1,0,B
1,112,112010,11201002,1,1,1,1,4,4,0,0,1,0,1,0,B
1,113,113001,11300101,1,0,0,0,3,2,0,0,0,1,0,NA,B
1,113,113001,11300102,0,NA,0,0,3,2,NA,NA,NA,NA,NA,NA,B
1,113,113001,11300103,1,0,0,0,3,2,0,0,0,1,1,0,B
1,113,113002,11300201,1,1,1,0,2,2,0,0,0,1,1,0,B
1,113,113002,11300202,0,NA,1,0,2,2,NA,NA,NA,NA,NA,NA,B
1,113,113003,11300301,1,1,0,0,4,2,0,0,0,1,1,0,B
1,113,113003,11300302,0,NA,0,0,4,2,NA,NA,NA,NA,NA,NA,B
1,113,113005,11300501,1,1,1,1,3,3,0,0,0,1,1,0,B
1,113,113005,11300503,1,0,1,1,3,3,0,0,0,1,1,0,B
1,113,113007,11300701,1,0,0,1,3,2,0,0,0,1,1,0,B
1,113,113008,11300801,1,1,0,0,2,2,0,0,0,1,1,0,B
1,113,113009,11300901,1,1,1,0,4,2,0,0,0,1,1,0,B
1,113,113009,11300902,1,0,1,0,4,2,0,0,0,1,1,0,B
1,113,113010,11301001,1,1,0,0,4,2,0,0,0,1,1,0,B
1,114,114002,11400202,0,NA,0,1,1,2,NA,NA,NA,NA,NA,NA,B
